tweet_id,tweet,sarcastic,rephrase,sarcasm,irony,satire,understatement,overstatement,rhetorical_question
2737,if you voluntarily use light themes for anything then you're going to be blind by 30,1,,0.0,0.0,0.0,0.0,1.0,0.0
4066,Someone got a little hot under the collar today! #AS2013 #RedEd HTTPURL,1,,0.0,0.0,0.0,1.0,0.0,0.0
410,backed up the sink so that's a good start to saturday,1,,0.0,1.0,0.0,0.0,0.0,0.0
4634,Throat clearing isn't necessary #social_media HTTPURL,1,,0.0,0.0,0.0,1.0,0.0,0.0
3971,@USER @USER @USER You could certainly try - but it would be hard to strip her of the hon deg she doesn't actually have.,1,,0.0,0.0,0.0,0.0,1.0,0.0
655,There is not enough people here #ivoryrooms,1,Ivory rooms is not busy tonight,1.0,0.0,0.0,1.0,0.0,0.0
2672,"Hang on, Daniel believes he's invented a soluble powder that cures hangovers. Can you 'invent' crushed up Berocca? #TheApprentice",1,,0.0,0.0,0.0,0.0,0.0,1.0
1038,"So now that it's not getting banned, should I download TikTok?",1,Is it really worth it to have a tiktok account?,1.0,0.0,0.0,0.0,0.0,0.0
2807,So it's okay if the Welsh need a nap?!?! #WALvENG,1,,0.0,0.0,1.0,0.0,0.0,0.0
4549,@USER @USER @USER You might need a drop of tonic with that :winking_face::cocktail_glass:,1,,0.0,0.0,0.0,1.0,0.0,0.0
3895,Walk from Iowa to Nebraska only took 18 minutes! #jacks,1,,0.0,0.0,0.0,0.0,1.0,0.0
4020,Is this needed? It's only been 10 years. Why not come up with something more original? Or is that too risky? @USER HTTPURL,1,,0.0,0.0,0.0,0.0,0.0,1.0
1215,Self care is drinking a Mountain Dew Code Red even though it makes you look like a middle schooler,1,,0.0,1.0,0.0,0.0,0.0,0.0
3244,"1st Tweet: The Central Division is far from over, @USER for a gold glove? Rios 3-4 tonight @USER",1,,0.0,0.0,0.0,0.0,0.0,1.0
1465,Neil DeGrasse Tyson Presents: Space Odyssey The Game HTTPURL,1,,0.0,0.0,1.0,0.0,0.0,0.0
1950,"Day 55 of Lockdown. Finally bought some jigsaw puzzles. Absolutely cannot wait for them to come, highlight of my day (maybe even year)",1,I’m bored in lockdown which has now resulted in me buying jigsaws like an old woman,0.0,1.0,0.0,0.0,0.0,0.0
1158,Why are toddlers allowed in public spaces,1,I do not enjoy having to listen to loud toddlers in public spaces.,1.0,0.0,0.0,0.0,0.0,1.0
1144,the polar express is the scariest horror movie,1,,1.0,0.0,0.0,0.0,0.0,0.0
4231,Just a little bit inaccessible. For every reader who licks their fingers before turning the pages.. HTTPURL,1,,0.0,0.0,0.0,1.0,0.0,0.0
2259,:nauseated_face::nauseated_face::nauseated_face::nauseated_face: literally can’t watch this #ImACeleb,1,,0.0,0.0,0.0,0.0,1.0,0.0
584,@USER i would never go to six flags with u,1,I would go to Six Flags with you.,1.0,0.0,0.0,0.0,0.0,0.0
3120,"I think literally anyone can be in Smash now after that announcement, so look out for the other four DLC announcements of Crash, Goku, Ronald McDonald and Neville LongBottom in the future #SmashBrosUltimate #Persona5",1,,0.0,0.0,1.0,0.0,0.0,0.0
2522,"@USER @USER Ah yes, because the ole Don has gone to school for every subject relating to anything that he tries to or does change!",1,,0.0,0.0,1.0,0.0,0.0,0.0
1863,Update: '39C' in Leicester - apparently :camera_with_flash: @USER #hottestdayoftheyear HTTPURL,1,,0.0,0.0,1.0,0.0,0.0,0.0
1446,you can still get punished for breaking the law if you’re prime minister right..?,1,,0.0,0.0,0.0,0.0,0.0,1.0
1958,Charlie doesn’t like ABBA. I fear I’ve never made a bigger mistake in my life than committing my time to him.,1,,0.0,0.0,0.0,0.0,1.0,0.0
2222,@USER @USER @USER You might need a drop of tonic with that :winking_face::cocktail_glass:,1,,0.0,0.0,0.0,1.0,0.0,0.0
192,Top 3 ranked video games of all time: 1. Minecraft 2. Roblox Paintball 3. Every single Just Dance,1,"I would put actual top ranked games, not stupid ones everyone makes fun of.",1.0,0.0,0.0,0.0,0.0,0.0
3919,@USER Only £300?? :face_with_rolling_eyes:,1,,0.0,0.0,0.0,0.0,0.0,1.0
4559,Spooky season is sure off to a spooky start :police_car_light:,1,,0.0,0.0,0.0,1.0,0.0,0.0
2196,"@USER @USER Ah yes, because the ole Don has gone to school for every subject relating to anything that he tries to or does change!",1,,0.0,0.0,1.0,0.0,0.0,0.0
4418,Throat clearing isn't necessary #social_media HTTPURL,1,,0.0,0.0,0.0,1.0,0.0,0.0
29,#Qricketlive I could not live without ketchup!!,1,,0.0,0.0,0.0,0.0,1.0,0.0
2253,Update: '39C' in Leicester - apparently :camera_with_flash: @USER #hottestdayoftheyear HTTPURL,1,,0.0,0.0,1.0,0.0,0.0,0.0
2774,Did I just watch Joe Biden die? God I hope so,1,,0.0,0.0,0.0,0.0,1.0,0.0
663,"The back seat is the worst place for #manspreading perps. Get ready for my warm leg and giant bag against yours, rando. You may enjoy it.",1,,1.0,0.0,0.0,0.0,0.0,0.0
3797,I miss the old school Nokia's. Pretty sure they lasted longer than most of our highschool relationships. #deadtechbzz #bitesizedbzz #wayback,1,,0.0,0.0,0.0,0.0,1.0,0.0
159,Lil Pump is the Nelson Mandela of our generation,1,Lil Pump is not the Nelson Mandela of our generation,1.0,0.0,1.0,0.0,0.0,0.0
346,"fisher: ""i thought you said aids"" me: ""yeah rachel really loves aids""",1,"honestly, there's not really a way I can think of being non-sarcastic, I was just being an asshole and teasing my friend who misheard my friend say eggs as aids. but I guess to be non-sarcastically I would've said ""no, she doesn't love aids""",1.0,0.0,0.0,0.0,0.0,0.0
463,Just getting some WD40 on my letter box to help the poor postman with his delivery today #valentinesday2021 #WD40,1,"Fed up of seeing forced romance, don't be told when to do something nice for a person you love.",0.0,1.0,0.0,0.0,0.0,0.0
2252,Are we not even eligible to know what happened to this proposed bill? Is this kept aside due to external pressures from private broadcasters?? So at the end people are fooled to take out their time to respond to feedback.,1,,0.0,0.0,0.0,0.0,0.0,1.0
2559,I can’t believe I’m watching cam lose his job..,1,,0.0,0.0,0.0,0.0,1.0,0.0
1133,we love another night in hospital:victory_hand_light_skin_tone::victory_hand_light_skin_tone::victory_hand_light_skin_tone:,1,,0.0,1.0,0.0,0.0,0.0,0.0
4072,@USER @USER @USER You might need a drop of tonic with that :winking_face::cocktail_glass:,1,,0.0,0.0,0.0,1.0,0.0,0.0
2740,i can’t find my earbuds anywhere. please kill me,1,,0.0,0.0,0.0,0.0,1.0,0.0
102,judging by the Microsoft conference so far it looks like I'll be spending the rest of the year having to talk to my Xbox #e3,1,,1.0,0.0,0.0,0.0,0.0,0.0
2015,"@USER @USER Totally didn’t happen, it’s a big conspiracy, video can be faked..after all, they’ve been faking the moon landings for years :eyes:",1,,0.0,0.0,1.0,0.0,0.0,0.0
4218,I bet Beyoncé and Jay-Z got to skip the line at the Louvre,1,,0.0,0.0,0.0,1.0,0.0,0.0
980,Shaving in the shower without your glasses/contacts is EXACTLY like performing blind surgery :eyes::kitchen_knife:,1,Shaving your legs without your glasses/contact lenses is incredibly difficult.,1.0,0.0,0.0,0.0,0.0,0.0
3729,if you voluntarily use light themes for anything then you're going to be blind by 30,1,,0.0,0.0,0.0,0.0,1.0,0.0
1847,i would rather be outside reed timmers car in f3 tornado winds than go to work today,1,I do not want to go to work today at all.,0.0,1.0,0.0,0.0,0.0,0.0
4367,I just went downstairs to get a drink and my mum comes into the kitchen to inform me that “if I tell her @USER is coming back once more she will not hesitate to disown me”. I guess maybe I’m a little excited? :face_with_tears_of_joy:,1,,0.0,0.0,0.0,1.0,0.0,0.0
2479,Appalled that FAKE NEWS hid the existance of this country for so long Trump Names Sarah Palin Ambassador to Nambia HTTPURL,1,,0.0,0.0,1.0,0.0,0.0,0.0
1497,Might f around and name my child Oosthuizen,1,,0.0,0.0,0.0,0.0,1.0,0.0
1932,"yikes love being mildly threatened by customers, makes my 11pm finish every day feel so much safer",1,,0.0,1.0,0.0,0.0,0.0,0.0
3592,I just went downstairs to get a drink and my mum comes into the kitchen to inform me that “if I tell her @USER is coming back once more she will not hesitate to disown me”. I guess maybe I’m a little excited? :face_with_tears_of_joy:,1,,0.0,0.0,0.0,1.0,0.0,0.0
780,Oh.. Yay! No romaine lettuce because E. Coli. No ground beef because Salmonella. What century are we living in? Don't mind me..over here eating my Taco salad sans lettuce and beef. Counting down the days until #selfsustaining HTTPURL,1,,0.0,1.0,0.0,0.0,0.0,0.0
3764,"If someone disagrees with you, block them Is that the Twitter mantra? (Yes I’m still new here)",1,,0.0,0.0,0.0,0.0,0.0,1.0
1297,Entry level jobs that require 3 years prior experience :two_hearts::two_hearts: ly :two_hearts::two_hearts:,1,I hate entry level jobs that require years of experience,0.0,1.0,0.0,0.0,0.0,0.0
2141,"Today, a racist narcissistic psychopath becomes leader of the most powerful nation on earth. What could possibly go wrong?",1,,0.0,0.0,0.0,0.0,0.0,1.0
2873,Please respect my #DuckRights :duck::duck::duck::duck::duck: #AnimalJamRaid @USER,1,,0.0,0.0,1.0,0.0,0.0,0.0
590,"You're too ornate, to have",1,,0.0,0.0,1.0,0.0,0.0,0.0
3921,I want to quit everything and just watch tv.,1,,0.0,0.0,0.0,0.0,1.0,0.0
3126,Jurassic World 2 trailer at 2am? Never have I been so grateful to have sleep problems,1,,0.0,0.0,0.0,0.0,1.0,0.0
2200,Paula Deen probably make some good food.. She could cook for me if she needs a new job..,1,,0.0,0.0,1.0,0.0,0.0,0.0
1667,In the spirit of #gbbo i've bought some french fancies #tastetest HTTPURL,1,,0.0,0.0,1.0,0.0,0.0,0.0
1102,Have been in colder saunas than a @USER train! #northernfail,1,,1.0,0.0,0.0,0.0,0.0,0.0
3753,"I thought I'd be clever and take a shortcut home, predictably I now have no idea where I am and appear to be in a Mad Max style wasteland.",1,,0.0,0.0,0.0,0.0,1.0,0.0
168,me not turning up to work is a feminist movement actually,1,Being anti-feminist by skipping my right to work,1.0,0.0,0.0,0.0,0.0,0.0
1712,@USER Hope it remains this way for the next week..,1,,0.0,1.0,0.0,0.0,0.0,0.0
871,"There is no question Buzzfeed News is a legitimate source, as they are directly responsible for me being the top google result for my name",1,,1.0,0.0,0.0,0.0,0.0,0.0
3669,Someone got a little hot under the collar today! #AS2013 #RedEd HTTPURL,1,,0.0,0.0,0.0,1.0,0.0,0.0
3007,Trans-Posadaism is the only way HTTPURL,1,,0.0,0.0,1.0,0.0,0.0,0.0
4774,@USER @USER @USER You might need a drop of tonic with that :winking_face::cocktail_glass:,1,,0.0,0.0,0.0,1.0,0.0,0.0
1906,Oh boy I hope life KEEPS fucking me in the ass that would be magic.,1,,0.0,1.0,0.0,0.0,0.0,0.0
2596,Cults in Plant City: -Regulars at Parksdale -Strawberry farmers -Jeeps -People who actually like Krystal Burger -39ers and 92ers -Walden Lake Residents,1,,0.0,0.0,0.0,0.0,1.0,0.0
2808,Tune in to see old refs throw flags on the ground. There is a football game mixed in between as well.,1,,0.0,0.0,0.0,0.0,1.0,0.0
1696,"some old man told me at work that he knows im montanan cause i say “yup”. you heard it here first, you can only say yup if youre from montana",1,,0.0,0.0,1.0,0.0,0.0,0.0
597,Can’t wait for those $200 checks to go out immediately,1,These stimulus checks are very delayed and I think that is bad,0.0,1.0,0.0,0.0,0.0,0.0
3102,Genuinely don’t know what I’ll do without the #WinterOlympics to entertain me all day at work,1,,0.0,0.0,0.0,0.0,1.0,0.0
4755,"@USER They're not doing a very good job at keeping the flatware away from you, are they?",1,,0.0,0.0,0.0,1.0,0.0,0.0
2711,@USER @USER @USER You might need a drop of tonic with that :winking_face::cocktail_glass:,1,,0.0,0.0,0.0,1.0,0.0,0.0
2948,"If someone disagrees with you, block them Is that the Twitter mantra? (Yes I’m still new here)",1,,0.0,0.0,0.0,0.0,0.0,1.0
326,Have you tried drinking alcohol? or cigarettes? *sarcastic* HTTPURL,1,,0.0,0.0,0.0,0.0,0.0,1.0
2626,Bingo is the biggest fix going,1,,0.0,0.0,0.0,0.0,1.0,0.0
4448,I just went downstairs to get a drink and my mum comes into the kitchen to inform me that “if I tell her @USER is coming back once more she will not hesitate to disown me”. I guess maybe I’m a little excited? :face_with_tears_of_joy:,1,,0.0,0.0,0.0,1.0,0.0,0.0
1051,2 days until Christmas everyone,1,,0.0,1.0,0.0,0.0,0.0,0.0
4544,Throat clearing isn't necessary #social_media HTTPURL,1,,0.0,0.0,0.0,1.0,0.0,0.0
2324,Just a little bit inaccessible. For every reader who licks their fingers before turning the pages.. HTTPURL,1,,0.0,0.0,0.0,1.0,0.0,0.0
801,I can’t wait to hear more about the life of an upper middle class East Asian American whose only personality trait is drinking boba tea HTTPURL,1,"""I am tired of hearing stories about upper-middle-class East Asians who are one-dimensional caricatures of Asian American culture. Let's hear more from underrepresented groups or get more realistic stories"".",1.0,0.0,0.0,0.0,0.0,0.0
3811,Think I might have frostbite :snowflake::snowman:,1,,0.0,0.0,0.0,0.0,1.0,0.0
3080,"Gosh, writing research proposals are fun aren't they?",1,,0.0,0.0,0.0,0.0,0.0,1.0
4779,@USER I'm not religious enough lol,1,,0.0,0.0,0.0,1.0,0.0,0.0
2167,@USER @USER 2 years with Mercedes then off to finish career at Ferrari? Tick all the boxes??,1,,0.0,0.0,1.0,0.0,0.0,0.0
1664,Wee dunt wan forayners cumin over ere telling us wat to do!! Tell em Donald!!,1,,0.0,0.0,1.0,0.0,0.0,0.0
956,So it's okay if the Welsh need a nap?!?! #WALvENG,1,,0.0,0.0,1.0,0.0,0.0,0.0
1398,i can’t find my earbuds anywhere. please kill me,1,,0.0,0.0,0.0,0.0,1.0,0.0
1983,Throat clearing isn't necessary #social_media HTTPURL,1,,0.0,0.0,0.0,1.0,0.0,0.0
764,Someone got a little hot under the collar today! #AS2013 #RedEd HTTPURL,1,,0.0,0.0,0.0,1.0,0.0,0.0
4471,Someone got a little hot under the collar today! #AS2013 #RedEd HTTPURL,1,,0.0,0.0,0.0,1.0,0.0,0.0
3134,Tune in to see old refs throw flags on the ground. There is a football game mixed in between as well.,1,,0.0,0.0,0.0,0.0,1.0,0.0
4208,Spooky season is sure off to a spooky start :police_car_light:,1,,0.0,0.0,0.0,1.0,0.0,0.0
595,"asu walkers: staring at phone, can’t walk straight, never look before they move also asu walkers: oh my god i can’t believe that bike hit me wtf i didn’t even do ~anything~!1!!1",1,,1.0,0.0,0.0,0.0,0.0,0.0
199,Putting the toilet paper roll on so that it hangs under instead of over is a crime worthy of the death penalty,1,I dislike when people put the toilet paper roll on so that it hangs under instead of over.,1.0,0.0,0.0,0.0,0.0,0.0
2898,I want to quit everything and just watch tv.,1,,0.0,0.0,0.0,0.0,1.0,0.0
4780,Just a little bit inaccessible. For every reader who licks their fingers before turning the pages.. HTTPURL,1,,0.0,0.0,0.0,1.0,0.0,0.0
1637,"Incredible scenes in Nottingham, as it begins to rain for the first time this hour.",1,I'm not surprised that it's raining again.,0.0,1.0,0.0,0.0,0.0,0.0
3371,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER And not a single insect was killed. Or if there was it doesn't matter because they're icky and, you know, gross.",1,,0.0,0.0,1.0,0.0,0.0,0.0
1854,"Gotta love insomnia, knackered all day gets to a reasonable time to sleep and wide awake. Fuck off soon please :thumbs_up:",1,,0.0,1.0,0.0,0.0,0.0,0.0
2145,how tf am i supposed to grocery shop now HTTPURL,1,,0.0,0.0,1.0,0.0,0.0,0.0
962,Wishing all the birthday sex on @USER today :birthday_cake: HTTPURL,1,Happy Birthday,1.0,0.0,0.0,0.0,0.0,0.0
1131,"i have been informed that, as aroace and agender, i have triple visibility and am now visible from space.",1,"As someone who is aspec in multiple ways, I enjoy having all parts of my identity being recognised.",1.0,0.0,0.0,0.0,0.0,0.0
322,I love online shopping because if I am physically in a store and an employee even looks at me I will immediately leave.,1,I like online shopping because I am shy.,1.0,0.0,0.0,0.0,0.0,0.0
536,I don't think Republicans have any self awareness or any idea of how the world works.. Nice try though.,1,"""I really think that older Republicans are lacking in self-awareness in the modern-day. They had a complete misstep and just ended up bullying a teenager.""",1.0,0.0,0.0,0.0,0.0,0.0
3760,Charlie doesn’t like ABBA. I fear I’ve never made a bigger mistake in my life than committing my time to him.,1,,0.0,0.0,0.0,0.0,1.0,0.0
4280,Spooky season is sure off to a spooky start :police_car_light:,1,,0.0,0.0,0.0,1.0,0.0,0.0
1262,"Alrighty then. All immigrants are evil gang members and ""real"" *coughwhitecough* Americans are the only ones whose dreams count. Cool. #SOTU",1,,0.0,0.0,1.0,0.0,0.0,0.0
3755,"Is anyone else reminded of ""The Ring"" by Breaking Amish?",1,,0.0,0.0,0.0,0.0,0.0,1.0
4577,Spooky season is sure off to a spooky start :police_car_light:,1,,0.0,0.0,0.0,1.0,0.0,0.0
1097,Just like to congratulate everyone on the Kop today for the fastest ever Poor Scouser Tommy. Slow the fuck down,1,Can we not sing poor scouser tommy abit slower instead of super fast,1.0,0.0,0.0,0.0,0.0,0.0
3831,Don't you just love spending Sunday evenings watching An Inspector Calls for English and learning geography case studies,1,,0.0,0.0,0.0,0.0,0.0,1.0
2791,"Tonight we have learned Di Matteo is a v good coach, Messi is human & Geoff Shreeves is heartless. Our opinion of John Terry stays unchanged",1,,0.0,0.0,0.0,0.0,1.0,0.0
2455,Charlie doesn’t like ABBA. I fear I’ve never made a bigger mistake in my life than committing my time to him.,1,,0.0,0.0,0.0,0.0,1.0,0.0
382,what i love about mine and summers work schedules is that she will finish at 8pm and then i’ll start work at 9pm and then when i get home at 7am she’ll start work at 8am :red_heart:,1,i hate the fact that when summer finishes work at 8 i leave for my job and then when i come home she has to go to her job again,0.0,1.0,0.0,0.0,0.0,0.0
1024,I love to pick my modules on a first come first served basis at the same time as everyone in my entire year on a website that hasn’t been updated since 1995 . Thrilling :red_heart:,1,I hate using the UoM student system because it hasn’t been updated for years and no one has ever explained how to properly use it,1.0,0.0,0.0,0.0,0.0,0.0
2726,Spooky season is sure off to a spooky start :police_car_light:,1,,0.0,0.0,0.0,1.0,0.0,0.0
2730,@USER @USER Fucking hell is it??,1,,0.0,0.0,0.0,0.0,0.0,1.0
4163,Spooky season is sure off to a spooky start :police_car_light:,1,,0.0,0.0,0.0,1.0,0.0,0.0
1911,Great. Get to go to a million pull-a-parts for a fucking switch for our envoy.,1,,0.0,1.0,0.0,0.0,0.0,0.0
4321,Just a little bit inaccessible. For every reader who licks their fingers before turning the pages.. HTTPURL,1,,0.0,0.0,0.0,1.0,0.0,0.0
729,"Is anyone else reminded of ""The Ring"" by Breaking Amish?",1,,0.0,0.0,0.0,0.0,0.0,1.0
3105,Might f around and name my child Oosthuizen,1,,0.0,0.0,0.0,0.0,1.0,0.0
3783,Just a little bit inaccessible. For every reader who licks their fingers before turning the pages.. HTTPURL,1,,0.0,0.0,0.0,1.0,0.0,0.0
3614,@USER how do you think you did on the midterm? $playful$,1,,0.0,0.0,0.0,0.0,0.0,1.0
1243,Paula Deen probably make some good food.. She could cook for me if she needs a new job..,1,,0.0,0.0,1.0,0.0,0.0,0.0
837,Of course my train is 19 minutes late and the train on the opposite platform is 2 minutes early. So predictable :locomotive::face_with_tears_of_joy:,1,,0.0,1.0,0.0,0.0,0.0,0.0
2886,can’t remember the last time i listened to anything that wasn’t by kacey musgraves,1,,0.0,0.0,1.0,0.0,0.0,0.0
3571,Do I get a girl scout badge for getting punched in the tit by some raging dude wearing sunglasses in the pit of a basement hip hop show?,1,,0.0,0.0,0.0,0.0,0.0,1.0
874,It would be a real shame if people shared this around and filled it with fake info. People should definitely not do that :winking_face: HTTPURL,1,"""People should share this and fill it out with fake info.""",1.0,0.0,0.0,0.0,0.0,0.0
3200,@USER @USER @USER You might need a drop of tonic with that :winking_face::cocktail_glass:,1,,0.0,0.0,0.0,1.0,0.0,0.0
4512,"@USER They're not doing a very good job at keeping the flatware away from you, are they?",1,,0.0,0.0,0.0,1.0,0.0,0.0
2453,Might f around and name my child Oosthuizen,1,,0.0,0.0,0.0,0.0,1.0,0.0
4143,"@USER They're not doing a very good job at keeping the flatware away from you, are they?",1,,0.0,0.0,0.0,1.0,0.0,0.0
2551,"yes, by all means, incite more white supremacist violence HTTPURL",1,,0.0,0.0,1.0,0.0,0.0,0.0
2992,I miss the old Kanye HTTPURL,1,,0.0,0.0,1.0,0.0,0.0,0.0
4263,I bet Beyoncé and Jay-Z got to skip the line at the Louvre,1,,0.0,0.0,0.0,1.0,0.0,0.0
4692,"@USER They're not doing a very good job at keeping the flatware away from you, are they?",1,,0.0,0.0,0.0,1.0,0.0,0.0
1519,Is grey in my beard one of Olay's seven signs of ageing?,1,,0.0,0.0,0.0,0.0,0.0,1.0
4230,@USER I'm not religious enough lol,1,,0.0,0.0,0.0,1.0,0.0,0.0
2243,@USER Only £300?? :face_with_rolling_eyes:,1,,0.0,0.0,0.0,0.0,0.0,1.0
1076,My coworkers play this fun game where they try to describe bars in la crosse & have me guess which one they’re talking about,1,My coworkers oddly ask me to name bars in La Crosse based on odd descriptions they give me.,1.0,0.0,0.0,0.0,0.0,0.0
4251,"@USER They're not doing a very good job at keeping the flatware away from you, are they?",1,,0.0,0.0,0.0,1.0,0.0,0.0
1367,I’m pretty sure the first four hours back in my other non tennis job has been as long as the two weeks I’ve spent at Wimbledon. ..,1,,0.0,1.0,0.0,0.0,0.0,0.0
716,"Please can someone explain tome how a facial wash can be ""sonic""? will it hum or make noises at me? Seems misleading.. Maybe they should advertise it on the side of a bus:face_with_rolling_eyes: HTTPURL",1,,0.0,0.0,1.0,0.0,0.0,0.0
2184,Wee dunt wan forayners cumin over ere telling us wat to do!! Tell em Donald!!,1,,0.0,0.0,1.0,0.0,0.0,0.0
1625,Hello friday I've been waiting for you all week! Thanks for getting here so quickly and please don't drag coz I need a lie-in 2moz!,1,,0.0,1.0,0.0,0.0,0.0,0.0
2095,"Hopefully this is all part of Van Gaal's master plan, go out of all the cup competitions so we can focus solely on the league #ibelieve",1,,0.0,0.0,1.0,0.0,0.0,0.0
3862,Do I get a girl scout badge for getting punched in the tit by some raging dude wearing sunglasses in the pit of a basement hip hop show?,1,,0.0,0.0,0.0,0.0,0.0,1.0
2645,Tune in to see old refs throw flags on the ground. There is a football game mixed in between as well.,1,,0.0,0.0,0.0,0.0,1.0,0.0
73,@USER Very nice. We're now briefly up to date. Hopefully doesn't take you so long to do the English release of the new pixie after we get 9.10.,1,I am disappointed that it took so long to get to this point where we are up to date.,1.0,0.0,0.0,0.0,0.0,0.0
2649,"#roxannepallett Ryan cuts his steak in half, and Roxanne Pallett accuses him of stabbing her. #CBB",1,,0.0,0.0,0.0,0.0,1.0,0.0
902,Jurassic World 2 trailer at 2am? Never have I been so grateful to have sleep problems,1,,0.0,0.0,0.0,0.0,1.0,0.0
4099,@USER @USER @USER You might need a drop of tonic with that :winking_face::cocktail_glass:,1,,0.0,0.0,0.0,1.0,0.0,0.0
3085,Cults in Plant City: -Regulars at Parksdale -Strawberry farmers -Jeeps -People who actually like Krystal Burger -39ers and 92ers -Walden Lake Residents,1,,0.0,0.0,0.0,0.0,1.0,0.0
859,"me: trying to sleep slightly earlier than usual bc I feel like shit my friend, texting the group chat 13 separate times at nearly 4am: hello I don’t think so! how abt I tell u abt how bad things are going instead $smiley$",1,"I might say “I am so annoyed that my roommate won’t stop venting to me when I’m trying to sleep, I already don’t feel good and was trying to sleep Early for Self Care and having them bombard me with their problems at 4am is really putting a damper on things”",1.0,0.0,0.0,0.0,0.0,0.0
3470,Sometimes I feel maths is the only place in this world that really accepts me. Numbers are my life.,1,,0.0,0.0,0.0,0.0,1.0,0.0
3561,"Is anyone else reminded of ""The Ring"" by Breaking Amish?",1,,0.0,0.0,0.0,0.0,0.0,1.0
2115,@USER 64: Pikachu Melee: Pikachu Brawl: Pikachu PM: Pikachu S4: Pikachu Ult: Pikachu Oh and did I mention that I like Pikachu? HTTPURL,1,,0.0,0.0,0.0,0.0,0.0,1.0
617,27 today.. I am basically 30 with the back of a 40 year old which pretty much puts me at 50.,1,,0.0,0.0,0.0,0.0,1.0,0.0
