tweet_id,tweet,sarcastic,rephrase,sarcasm,irony,satire,understatement,overstatement,rhetorical_question
4553,"I disturbed a small #wildlife meeting this morning on my short cycle ride: a squirrel, 4 green woodpeckers and a rabbit all hopped, scampered or flew off in different directions as I came past. Like a scene from Snow White or Bambi. Felt #blessed to be out (still #shielding).",0,,,,,,,
1449,"I care so much about people that I’m constantly like: “Please drive safe”, “Don’t forget to eat today”, “Make sure you take your medicine”, “Text me when ur home”, etc.. and I usually get in return: “LOL, ok thanks “mom”.” SORRY I CARE ABOUT YOU DAMN I DON’T NEED YOUR SARCASM",1,,,,,,,
1064,This is my buddy @USER He is a deep thinker. #Nashville #BaileysfantasycampTN @USER @USER HTTPURL,0,,,,,,,
477,about to hit the studio with my man @USER :fire::eyes::smiling_face_with_horns:,1,,,,,,,
1714,“Dad where did you watch the World Cup in 1966?” “I watched it on my own in my bedroom with a pigeon”,0,,,,,,,
1749,rom coms from the 200s are simply built different,0,,,,,,,
3339,Why are tanning beds legal?,0,,,,,,,
2243,"@USER he lost his license not long after, mwahaha #irony @USER",1,,,,,,,
210,"tried to look up my mom’s instagram and just typed “mom” into the searchbar,, did not work",0,,,,,,,
1274,"@USER @USER @USER For having union representation for decades, teachers' pay still sucks and is shorted by dues. #irony",1,,,,,,,
1139,"@USER Hey, now. Her profile says ""I Heart Jesus"" so she can't be all bad. #sarcasm @USER @USER",1,,,,,,,
648,I miss the old Kanye HTTPURL,1,,,,,,,
811,Ah yes. After a decent birthday it is now time to stress out about money again.,0,,,,,,,
504,@USER Really? #Sarcasm,1,,,,,,,
2666,It's been a great week for dictators. Congrats North Korea and Cuba. #sarcasm,1,,,,,,,
4609,"Latinx Americans - PLEASE hear #trump calling people of your cultures rapists, murderers, and low intellects and VOTE FOR @USER !!",0,,,,,,,
4357,Nothing but respect to the people in my neighborhood who are already putting out their Halloween :jack-o-lantern: decorations,0,,,,,,,
4358,Girls who can rock this thang~ #PrincipalSwag #Not HTTPURL,1,,,,,,,
1797,Genuinely don’t know what I’ll do without the #WinterOlympics to entertain me all day at work,1,,,,,,,
721,“If I could have changed anything about my childhood I would have never watched spongebob” -no one,1,"""I don't think anyone regrets watching Spongebob as a child""",0.0,1.0,0.0,0.0,0.0,0.0
4051,I can't waitlove#this#is#love#and#you#cAn#not#tell#me#how#much#this#is#gonna#last#beth#rip#twd#forever#bae.. HTTPURL,0,,,,,,,
2399,Nothing like waiting at an airport. #youcanthearit #sarcasm,1,,,,,,,
2698,"@USER looking great today Diane, it's not fair you're not on more. #not enough Diane",1,,,,,,,
544,My bed time stories are awesome #sarcasm #theyllgiveyounightmares #ohwell #youaskedforit,1,,,,,,,
4907,someone teach me how to be creative,1,,,,,,,
3768,"I'm so glad the clocks just went back, I have this whole extra hour of insomnia to play with.",1,,,,,,,
26,being sick w a nose piercing is rly annoying,0,,,,,,,
626,"@USER Gonna miss @USER @USER @USER and others, but at least we got Howie Kendrick.. #Sarcasm #NotStoked #WTF",1,,,,,,,
3466,"@USER @USER @USER You are kidding, right? #irony #poortaste",1,,,,,,,
3362,That's nice. #not,1,,,,,,,
683,"Awh I love her replies, they get me feeling all types of ways! #not #noreplies #StoryOfMyLife HTTPURL",1,,,,,,,
1886,I love the hypocrisy of the holidays. #NOT,1,,,,,,,
3730,"@USER @USER zero place for that. when the karma train finds Raiola, I hope it has a full head of steam",0,,,,,,,
3629,Erasure by Percival Everett and Pym by Mat Johnson..So there is black literature after the Black Arts Movement #Sarcasm #ChangetheCanon,1,,,,,,,
3967,Now i officially look single. Ha the #irony,1,,,,,,,
3453,Being awake since 3AM is always so much fun #sarcasm,1,,,,,,,
1370,@USER HTTPURL #CHRISTMAS #GIFT GET STARTED AT MAKING MONEY IN SOCIAL MEDIA @ HTTPURL,0,,,,,,,
401,a single man directed by tom ford simultaneously resurrected me from death only to brutally murder me once more.,1,"Tom Ford, as a movie director, makes me feel big feelings and that's impressive to me.",1.0,0.0,0.0,0.0,0.0,0.0
2105,Today Rob told me that they have a room in the NICU with so many babies with MRSA that they started calling it the MRSAry.,0,,,,,,,
1781,I swear some people come to the library just to breathe heavily out of their mouth,0,,,,,,,
3484,#NYPD :worried_face::confused_face::crying_face::sleepy_face::disappointed_face: not cute #NYPDMutiny I am sure the citizens feel real safe #not you showed us who you are.,1,,,,,,,
1925,Enabling the Windows Firewall is a perfectly reasonable thing to do to package in a software installer. #sarcasm #SCCMAdmininHealthcare,1,,,,,,,
4961,"I’m sorry, but if you message me on Instagram wanting me to help you sell your fit tea and wraps, I’m leaving you on read. :upside-down_face:",1,I will not answer you if you message me about fit teas or wraps. I’m leaving you on read. I’m not sorry about it.,1.0,0.0,0.0,0.0,0.0,0.0
1473,"I feel like most teens/women are not told that hormonal contraceptives increase their risk for cancer before going on birth control, and that’s messed up",0,,,,,,,
3465,Next they’ll have a train that’s not sure if it identifies as a train or a tram :woman_facepalming_light_skin_tone:,1,,,,,,,
4034,Trader Joe’s orange chicken is lowkey better than the orange chicken at most Seattle area Chinese restaurants,0,,,,,,,
3083,Oh my what was that noise? The dog isn’t happy either! #loudbang,0,,,,,,,
513,"some old man told me at work that he knows im montanan cause i say “yup”. you heard it here first, you can only say yup if youre from montana",1,,,,,,,
1971,@USER Deutsch is a misogynistic toad; how shocking he's a bigot too #Not .. #HandsUpDontShoot,1,,,,,,,
3636,@USER only children at home status. Woohoo Isn't it fun..:unamused_face::pensive_face: #not,1,,,,,,,
351,nah fuck u and all ur issues,0,,,,,,,
1779,It will be impossible for me to be late if I start to dress up right now. #studing #university #lazy #sarcasm,1,,,,,,,
4821,It's freezing out there & very hazy .. Just want to go home.,0,,,,,,,
4498,First proper Coffee in 4 months.,0,,,,,,,
536,I am extremely excited to know what Reza Aslan and CJ Werleman think about what happened in Pakistan #PeshawarAttack #Sarcasm,1,,,,,,,
2589,Have you gotten your tree yet? Xmas tree nail wraps available at HTTPURL #nailwraps #nailart #not.. HTTPURL,0,,,,,,,
2551,@USER I thought all people did for the holiday was to stream holiday cube all day?!?! #sarcasm,1,,,,,,,
5030,Check Out this YouTube channel: HTTPURL,0,,,,,,,
759,"Rolls-Royce, as envisioned by the wonderful people at Mansory #rollsroyce #purple #customcar #sarcasm HTTPURL",1,,,,,,,
2403,"Today I'm standing at the front of Tesco wearing an Elf's hat, saying hello to customers and getting ignored. #dreamjob #not",1,,,,,,,
2395,Bristol is absolutely littered with students!! Glad I never was one:see-no-evil_monkey:,1,I was one of them once,1.0,0.0,0.0,0.0,0.0,0.0
2761,@USER funny joke there bae..#NOT,1,,,,,,,
1610,I will be gigging tonight at The Swan in the Rushes in Loughborough.,0,,,,,,,
5104,@USER absolutely shocking that the lamestream media hasn't picked up on this #sarcasm #mediabias @USER @USER,0,,,,,,,
1450,Oi na how am I functioning right now #sleepdeprived,0,,,,,,,
195,My dads letting me drywall with him for Christmas. Just what I always wanted. #not,1,,,,,,,
1589,Next day makeup just looks so hawt :kiss_mark: #NOT,1,,,,,,,
190,hmm. I do wonder why Astec has one fewer employee? #lol #sarcasm,1,,,,,,,
2896,Good thing I'm scared of clowns and my kindergarten teacher was dressed as one today. :expressionless_face: #not,1,,,,,,,
1009,Kings of Leon. Sex on Fire. That’s it. That’s the whole tweet.,0,,,,,,,
3804,@USER Loving how Fulham looks like a playoff team. #NotReally #Sarcasm,1,,,,,,,
549,"@USER (281): If I had feelings, you would have hurt them. #Not",1,,,,,,,
4217,"Networking, networking and networking - big message from today’s key note speakers #PRS2021",0,,,,,,,
4847,.@USER Big Gulps for health care HTTPURL #irony,1,,,,,,,
653,wild that theres a whole industry of pop ups that are like just elaborate ig photo ops and people are paying for them??,0,,,,,,,
662,took the long way home so i could drive in the rain and listen to music. the vibes were immaculate :sparkles::sparkles::sparkles:,0,,,,,,,
5132,Free chocolates and free delivery with all flower orders from Bunches. HTTPURL,0,,,,,,,
1661,Insanity is doing the same thing twice and expecting different results,0,,,,,,,
1369,Come on @USER you know you want to call me and make me £40K richer! :see-no-evil_monkey: my phone bill has got to be at least half that from constantly entering the cash call!!,1,,,,,,,
976,Hi @USER not a single vote was polled in 3 polling stations of Kulgam #Kashmir & im tuned into @USER $playful$ thnx #sarcasm #KashmirBoycotts,1,,,,,,,
3984,people that start construction work before 9am on a sunday need to just fuck off and die thanks,1,,,,,,,
4205,Publicity whores.. HTTPURL,1,,,,,,,
613,For the first time my outfit doesn't have black in it. Proud of myself.,0,,,,,,,
1279,The pure #reality of #sarcasm. HTTPURL,0,,,,,,,
1969,The #irony of how worst films become must see #films: HTTPURL,1,,,,,,,
3471,That one time I didn't feel in over my head. #sarcasm,1,,,,,,,
801,"@USER FUT14 ofc, the corners <3__<3 they where faantastic #sarcasm",1,,,,,,,
4863,Paula Deen probably make some good food.. She could cook for me if she needs a new job..,1,,,,,,,
1295,"It was almost 70 degrees today but no, global warming doesn't exist :unamused_face:",1,Global warming is why it is 70 degrees outside,0.0,1.0,0.0,0.0,0.0,0.0
373,"That’s it, I’m supporting Brentford from now on. (And I want the crying old gent in the crowd as my bestie)",0,,,,,,,
4665,"@USER @USER Well, illegal immigrants categorically don’t get money from the government but why let a little thing like facts get in the way of a good bit of xenophobia..",1,"I'd end the sentence by saying ""but your xenophobia means that you have ignored the facts"".",0.0,1.0,0.0,0.0,0.0,0.0
4074,Nice to see Dwight yorke being his normal impartial self as usual #villalovein #sarcasm #AstLei #lcfc,1,,,,,,,
1664,Replace Pelosi #Nancy,0,,,,,,,
858,Everyones full of ruddy xmas cheer here #Not,1,,,,,,,
905,"@USER So Monday it is ,tickets on general sale for boxing day.thanks for your help#Not",1,,,,,,,
3270,"Any #beetwitter or #ecologytwitter scientists have suggestions for where to submit small protocol papers? Rejected multiple times, everyone expects a full research article but this was just a small (but worthwhile!) protein assay analysis protocol test.. suggestions appreciated!",0,,,,,,,
3187,I'm up early as I need to drive downtown to take a test bright and early this morning. Yay! #Torontotrafficisfun #sarcasm,1,,,,,,,
2999,"My grandma gulping her hot coco loudly and my mom goes: ""you gulping over there?"" My grandma: ""no I'm queefing"" #sarcasm #HAHA",1,,,,,,,
2882,"Stimulus checks should come with hand lotion, a face mask, and a bonus for every Instagram bingos you do",1,"Young people are in need of the stimulus too. Just because we do not have kids does not mean that we do not have bills, debt, etc.",0.0,1.0,0.0,0.0,0.0,0.0
168,considering crowd surfing the next time the hallways are too packed,1,"The hallways are very crowded lately. I would prefer to take another form of transportation that is more efficient than walking, but none such option exists.",0.0,1.0,0.0,0.0,0.0,0.0
3584,I don't remember the last time a Sixers game gave me a heart attack but this game was a roller coaster. Hell of an effort but those 10 missed foul shots really hurt.,0,,,,,,,
1165,what a great day to be stuck inside :upside-down_face:,1,It's a terrible day to be stuck inside.,1.0,0.0,0.0,0.0,0.0,0.0
4737,200s songs are so infectiously rhythmic and boppy i love it,0,,,,,,,
3383,Just booked tickets for Santa’s Grotto for the kids. Organisation is key :woman_raising_hand_light_skin_tone:,0,,,,,,,
561,I need the weekends to stop being like 20 minutes long.,0,,,,,,,
1030,"When a teacher says ""come in tomorrow morning for help"" but they are never in their classroom #wow #thanksforthehelp #not",1,,,,,,,
4433,"What an Irony! The Police divide us, The Terrorists Unite us! #Terrorism #PoliceBrutality #irony",1,,,,,,,
994,happy creme egg mcflurry day,0,,,,,,,
217,@USER Mr Shatner whilst you were sleeping you asked me to join Facebook messenger and then after a polite conversation you then offered me gold necklaces and a singed (sic) tee-shirt - you made my Friday night sir.. just awaiting your instructions so I can wire the money..,1,I would have said it ruined my Friday when I realised that I had been fooled by a Shatner impersonator.,1.0,0.0,1.0,0.0,0.0,0.0
3122,“I don’t really like partying” Oh is that why you’ve gone to parties twice in the last week? Because you just can’t stand it? Makes complete sense.,1,"I don't understand why you go out to so many parties, if you don't like parties.",1.0,0.0,0.0,0.0,0.0,1.0
2968,The city that only sleeps on mass transit. #naptime #irony #isntitironic #donchathink #imnotsure.. HTTPURL,1,,,,,,,
454,Anyone else with AT&T have no cell service?,0,,,,,,,
4214,"Digital drumsticks, thanks Grandma and Grandpa #not HTTPURL",1,,,,,,,
2161,it’s time to address the main problem of homelessness: it makes me uncomfortable to see it,0,,,,,,,
2389,crying in the krispy kreme parking lot cause the girl in the drive thru gave me an extra doughnut and told me to have a beautiful day,0,,,,,,,
1918,Atheists celebrating Christmas.||#Irony,1,,,,,,,
3286,Might just fuck around and take some horse dewormer for the thrill of if. Maybe I’ll feel something,1,I would not take ivermectin.,1.0,0.0,0.0,0.0,0.0,0.0
1713,i want to go to kings island again before summer is over,0,,,,,,,
846,A chunk of my hair got stuck in the blow dryer and I had to cut it out.. That's always fun.. #Not :expressionless_face:,1,,,,,,,
3098,Do you think anyone on Bachelor in Paradise has seen Oscar winner Parasite?,1,I do not think anyone on Bachelor in Paradise has seen Parasite.,1.0,0.0,0.0,0.0,0.0,1.0
609,i personally think that everybody should lick the hook side of velcro at least once in their life it feels so good,0,,,,,,,
3042,thanks glad I spent all that time on that.,1,,,,,,,
676,Why am I sick? *looks at other tweets* oh yeah sex.. #irony #lame,1,,,,,,,
4,"Bruh how do people manage dozens of healthy, fun and equitable friendships over a long period of time? I can hardly handle like 3 :confounded_face:",0,,,,,,,
1979,I can’t quite believe I went to the gym last night instead of the pub (?!),0,,,,,,,
4189,Just witnessed [in person] a beautiful murmuration. Stunning. :red_heart:,0,,,,,,,
4614,Marshalls in Zandvoort be like #WTF1 @USER HTTPURL,0,,,,,,,
623,Glad today is over and the weekend is almost here.,0,,,,,,,
4832,"On a good note, only 49 more days until #Scandal. #sarcasm :crying_face::crying_face:",1,,,,,,,
2488,It b the memories we make everyday for me .. :beating_heart:,0,,,,,,,
1719,"Heh, and fat, too. #ShotsFired #Irony",1,,,,,,,
5052,"@USER sorry, missed off my #sarcasm tag from the end of my tweet",0,,,,,,,
1031,I absolutely LOVE moving house #NOT,1,,,,,,,
4661,@USER Doubt I was the first to block you. But you pretend good. #not @USER @USER @USER @USER @USER,1,,,,,,,
3923,I'm so afraid. #NOT,1,,,,,,,
1400,Nandos I don’t believe you. Something has happened behind closed doors!!,0,,,,,,,
1246,Mid speech @ Christmas Lacrosse Ball #flattering #not @ Grand Cafe HTTPURL,1,,,,,,,
2139,@USER @USER I hope that all those people who missed connecting flights take joy in this wonderful experience. #sarcasm #sorrynotsorry,1,,,,,,,
5154,@USER @USER #Dirt #irony its not your country!,0,,,,,,,
1053,Thanks for being here @USER,1,,,,,,,
2174,Fun fact: Nelson Mandela once played John Wilkes Booth in a prison theatre production #themoreyouknow,0,,,,,,,
4286,well today is gonna be a great day :OK_hand: #not,1,,,,,,,
1547,youre telling me i almost went my whole life thinking it was “alterior motive”?,0,,,,,,,
413,dats how u kno its winter HTTPURL,0,,,,,,,
3836,"the media really likes the word 'allegedly', i've found.",0,,,,,,,
3588,Photoset: leupagus: itsxandy: thefingerfuckingfemalefury: sevenpoints: #not getting paid enough to put up.. HTTPURL,0,,,,,,,
2262,Desperately need to go on a road trip around America,0,,,,,,,
3186,Every time you complain about neopronouns or xenogenders we add five more,1,Stop complaining about peoples individual gender experiences,1.0,0.0,0.0,0.0,0.0,0.0
1859,so the royal family is sound with pedophiles but as soon as a mixed race baby comes into it they’re scared ? makes sense :woozy_face:,1,‘it doesn’t make sense’,1.0,0.0,0.0,0.0,0.0,0.0
81,i want tech to be banned for use in work relationships. i don't ever want my bosses asking me why im missing optional shit. just write me up at that point.,0,,,,,,,
1420,@USER @USER absolutely no response from Luna Cinema and my completely factual review on See Tickets has been moderated and will not be published :thinking_face: great to see @USER looking out for their customers. Excellent customer service all round :clapping_hands:,1,The customer service I have received has been terrible,1.0,0.0,0.0,0.0,0.0,0.0
430,Answer me this: how does my 2014 mac book pro just come back to life?,0,,,,,,,
3457,"Always gonna be an uphill battle, sometimes I'm gonna have to lose.",0,,,,,,,
3112,"I guess Americans think it's ethical to just let people die when they can't afford healthcare because ""healthcare is not a right"".. Ok. HTTPURL",1,,,,,,,
1445,"@USER @USER Its literally very common. My friends son was concieved while she was in the pill. You do know it's only 91% effective right? That means for 9% of women, that form of birth control fails.",0,,,,,,,
434,watching twilight with sam and i cannot wait to see his reaction to animatronic renesmee baby,0,,,,,,,
2484,From @USER - 10 diktats from Brussels that are ruining life in Britain HTTPURL HTTPURL #sarcasm,1,,,,,,,
1403,"Anthony Senecal, isn't that a juice? More like a douche I think. HTTPURL",1,,,,,,,
2750,Someone stop me from making 700 different holiday desserts today when I'm literally living alone for 2 weeks,0,,,,,,,
3511,Probably just scarred the cleaning lady half to death because she didn't know I was home.,0,,,,,,,
4717,Einstein would be amused about Strider jumping around in time,0,,,,,,,
4714,"@USER @USER @USER My,Nephew stopped a lot. His long hair. looks like a drug dealer. Never smoked anything Pills?not an aspirin.",0,,,,,,,
930,"Apparently, the morris dancers are going to train english football fans how to defend themselves and attack russian football hooligans",1,,,,,,,
3767,@USER But what were the ratings?? (Replied to his Tweet with the same thing.),1,Ratings should not matter.,1.0,0.0,0.0,0.0,0.0,0.0
3671,"knew one coworker recently had a baby, but didn't send us pictures so far. People are curious, so I tacked up a stock photo of an ugly baby.",0,,,,,,,
3933,@USER @USER @USER @USER @USER Probably folks like #FullMcIntosh who don't buy games. #irony #gamergate,1,,,,,,,
128,wow they seem to be so turnt #sarcasm,1,,,,,,,
3496,Love people that don't act like adults. #sarcasm,1,,,,,,,
2207,Carphone Warehouse call centre employees are such classy people #sarcasm @USER,1,,,,,,,
2676,@USER desperately searching through emails for our #lebrock tickets for Saturday - if we can't find the email can it be resent? Or do you still have the name list on the door?,0,,,,,,,
2419,Love that I still have kids that still wake up early on Christmas #sarcasm #justkiddingIlovethem,1,,,,,,,
5105,"not speaking he do not like comedy, it was spoken jokingly of his assassination that is #not funny guys and gals.. (2/2)",0,,,,,,,
153,"woke up from a dream this morning that my high school best friend was pregnant. we don’t talk anymore. she posted an announcement this afternoon. oh august, you will be funn :cloud:∞:crystal_ball:",0,,,,,,,
3788,330am benedryl runs for an allergic reaction to a drug which literally saves millions of lives every year. #yippee #happiness #sarcasm,1,,,,,,,
4735,@USER do you think you would support a guy who knocked out your daughter? Rice doesn't deserve support.,0,,,,,,,
1423,Anyone else remember Twix Tops and M&M's Biscuits or is that just me??,0,,,,,,,
2,Bruh. I just realized I'm wearing her shirt. The chick who dumped me. Lmfao #irony,1,,,,,,,
4850,Listening to Pull the Plug by Death at half eleven on a Thursday night on repeat is not good for making you sleepy. #Deathmetal,0,,,,,,,
2011,@USER @USER That's going to stand him in good stead as. #chancellor. |#NOT.,1,,,,,,,
2889,@USER The best thing is Greg Paul’s face in the back,0,,,,,,,
965,"@USER @USER No, it isn't. WR's are dime a dozen and completely replaceable. Which is why the Packers won't overspend to retain him.",0,,,,,,,
1024,cleaning up spew is a definite highlight of my job!! #not,1,,,,,,,
1490,Fav part abt Xmas day..getting merry Xmas tweets from ppl who NEVER talk to me #kys #idontcare #sarcasm,1,,,,,,,
1402,Feeling like crap. And being treated horribly too. It's a great day. #sarcasm #iwanttogohome,1,,,,,,,
875,@USER I guess not. Stop insulting me.,0,,,,,,,
463,i love talking to people about books !!,0,,,,,,,
1883,Well the week is off to a great start. #sarcasm #fml,1,,,,,,,
2116,some of you actually got to ride in the car shaped shopping carts and it shows,0,,,,,,,
2593,Up all night took 4 hour nap I'm ready for work #Not,1,,,,,,,
1607,@USER I also support instantly murdering 12 year olds with fake plastic guns in public parks..,0,,,,,,,
2684,You think Jimmy John's will deliver to my graduation ceremony? I'm starvin,1,,,,,,,
874,Working cart today..gonna make that money! #not. 35 golfers all day :unamused_face::water_pistol:,1,,,,,,,
4618,one essay submitted now to start the next one :') #thirdyearlife #loveit #not,1,,,,,,,
2057,Yellow Pages are all you need. Phone books are the future. #truth #reallynotreally #sarcasm HTTPURL,1,,,,,,,
4871,When you return in kind then so called friends label you as being unkind. $smiley$,0,,,,,,,
27,"@USER @USER I also think a lot of people didn't like the animations or graphics in Let's Go and many felt as though the game was lazy and lacking content, especially compared to some other remakes.",0,,,,,,,
1070,Roman mythology gets me soo pumped #not,1,,,,,,,
4220,Wishing all the birthday sex on @USER today :birthday_cake: HTTPURL,1,Happy Birthday,1.0,0.0,0.0,0.0,0.0,0.0
2247,"Japan's #Abe #gets #the #mandate #he #wanted #â€"" #but #not the #recovery he wanted: Japan's Prime Minister Shinzo.. HTTPURL",0,,,,,,,
372,Shaving in the shower without your glasses/contacts is EXACTLY like performing blind surgery :eyes::kitchen_knife:,1,Shaving your legs without your glasses/contact lenses is incredibly difficult.,1.0,0.0,0.0,0.0,0.0,0.0
3397,"@USER Devon Dotson also got the qualifying offer, just hasn’t been signed yet unlike Javonte Green. So we’re most likely looking at two open roster spots left.",0,,,,,,,
5129,#sarcasm is the game,0,,,,,,,
1850,"@USER @USER @USER this is shallow af, stop discriminating eyes, all eyes are beautiful. #sarcasm",1,,,,,,,
5079,Running on less than 4 hours of sleep.. #longnight #longday #sleepy,0,,,,,,,
4882,#bitch #bitchy #badass #lol #laughing #jokes #sarcastic #sarcasm #funtime #funny #fun #ecards.. HTTPURL,1,,,,,,,
2730,"Oh? You're a real anime fan? Name all the Boku no Pico characters, I'll wait.",1,Real fans don't have to prove themselves to anyone by listing off arbitrary facts.,1.0,0.0,0.0,0.0,0.0,0.0
2577,The @USER is open again @USER :eyes:,0,,,,,,,
3901,Experts Doubt North Korea Hacked Sony « CBS Dallas / Fort Worth HTTPURL #hacker #hacked #Not,1,,,,,,,
1953,should I continue reading Tokyo revengers or vanitas no carte,0,,,,,,,
4819,"Good job @USER Same-sex marriage harms free speech, new Ontario judge wrote in 2012 HTTPURL #sarcasm",1,,,,,,,
3921,@USER gun laws will fix everything #not,1,,,,,,,
4512,Cast member: “I wish I was in the musical before this year. I’ve never done anything at school before and now I feel more confident and I think I want to do a spring sport now too.” THIS. This is why I love directing HS theatre. It’s about so much more than performing. :red_heart:,0,,,,,,,
3071,Too bad her cube doesn't have a door. - @USER ||#bestcoworkersever #sarcasm @USER,1,,,,,,,
1975,omg there’s a sheet of ice in front of my school. should I slip and fall?,1,"I am in need of money. Therefore, I should sue my college if I fall because they are responsible for not clearing the ice on the ground.",0.0,1.0,0.0,0.0,0.0,1.0
174,"@USER its my workhorse, practically glued to my hand HTTPURL",0,,,,,,,
58,Got razor burn on my mf armpits so that’s it this pain ain’t worth societal expectations on women,0,,,,,,,
1964,8ams are just so lovely. #sarcasm,1,,,,,,,
2981,@USER All that's missing now is the 'I love beer' defence,1,,,,,,,
1244,"Are the #Gogglebox cast told to sit in the same place week in week out, or is that just human nature?",0,,,,,,,
1342,@USER Nice,1,These aren't very good games,1.0,0.0,0.0,0.0,0.0,0.0
2663,@USER great Christmas present #NOT. Unreal what the alcohol industry will do to lure young people. #sad#nosocialconscience,1,,,,,,,
1440,Check out this really interesting article! @USER HTTPURL,1,,,,,,,
4405,I never knew it was so bright outside at 8 in the morning.,1,,,,,,,
4287,"Oh materialism, how I've missed you. #not",1,,,,,,,
1609,Don't #text and #drive either. HTTPURL HTTPURL HTTPURL,0,,,,,,,
3438,Really love when the @USER is over five minutes late on the cold days. Feels like Metro! #sarcasm,1,,,,,,,
1531,"Wait didn’t covid go away?? It’s after November third so it definitely should be gone now..wait..I’m confused..121,00 cases in a day? You’re telling me THE WHOLE WORLD didn’t fake a pandemic for the US election? No way..",1,The pandemic is still very much real and has absolutely nothing to do with American election cycles. It is still happening. Please take it seriously.,1.0,0.0,0.0,0.0,0.0,1.0
1202,"It's the crackhead uncle of the HBCU family ""@USER Every HBCU in Alabama looks at Alabama State sideways lmao!""",0,,,,,,,
4340,@USER @USER Lovely on Carnoustie beach this morning..|#not #soggybreeks,1,,,,,,,
2851,Does anyone have a PDF of excerpts from ch. 2 of Mill's On Liberty? I want to assign a chunk of the argument for free expression without asking my students to read the whole chapter.,0,,,,,,,
3479,I love when my mornings start off like this. #not,1,,,,,,,
2351,"@USER Ok, hope it will rain soon #NOT :confounded_face:",1,,,,,,,
290,"Nero for Wii U - Should we be thinking Journey with jellyfish? Take a look at the fantastic trailer, courtesy of @USER ! Truly stunning.",0,,,,,,,
4176,We live in a society that has normalised debt as a part of our lifestyle. Let's normalise saving up our money before buying things.,0,,,,,,,
5041,@USER @USER I can't remember the last time I saw a newish GTi and have only ever seen 1 Golf R. What has changed?,0,,,,,,,
4646,btw fat ppl realize when u comment “omg such a glow up!!” on someone’s video/post where the only difference between the person before and after is that they lost weight :neutral_face:,0,,,,,,,
932,I'm glad Andy can tweet all day but not text me back. #loved #sarcasm,1,,,,,,,
3441,For so long Americans condemned greedy businessmen but made that their sole reason to elect #Trump. #POTUS #Greed,0,,,,,,,
2424,"@USER Advertising an online special with an expiry countdown, yet you cant order anything or check your postcodes validity. #irony",1,,,,,,,
3653,Ugh I’m so bored maybe I’ll get pregnant,1,,,,,,,
276,Today is a fabulous day #Not #Work #Uggh,1,,,,,,,
4073,@USER Grabe! Affordable na Affordable #sarcasm,1,,,,,,,
4295,"@USER Hey Alex, thanks for the support. My FB page is : HTTPURL and success to you.",0,,,,,,,
1823,@USER Riveting news.,1,What a boring tweet.,1.0,0.0,0.0,0.0,0.0,0.0
12,Brockhampton should release a watch,1,,,,,,,
